procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19886620 296160 4501840    0    0     0    36 50049 121261 16  8 76  0  0
 2  0      0 19876444 296160 4501840    0    0     0    24 49812 123628 15  6 80  0  0
 1  0      0 19877272 296160 4501840    0    0     0    52 49481 118567 15  6 79  0  0
 1  0      0 19878212 296168 4501840    0    0     0    64 49526 115777 15  6 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19879124 296168 4501840    0    0     0     0 49387 113712 15  7 79  0  0
 2  0      0 19878196 296168 4501844    0    0     0     0 49139 112512 14  6 79  0  0
 1  0      0 19874112 296168 4501844    0    0     0    12 50052 124789 15  7 79  0  0
 4  0      0 19873688 296168 4501844    0    0     0     0 50011 130612 15  7 79  0  0
 1  0      0 19873624 296176 4501844    0    0     0    72 48997 118361 14  7 80  0  0
 1  0      0 19873596 296176 4501844    0    0     0     0 48347 108595 14  6 80  0  0
 2  0      0 19873460 296176 4501844    0    0     0     0 49060 112021 15  7 79  0  0
 1  0      0 19870660 296176 4501844    0    0     0     0 50232 123158 15  7 78  0  0
 1  0      0 19855432 296176 4501844    0    0     0    12 49140 117052 15  6 79  0  0
 1  0      0 19853484 296176 4501844    0    0     0     0 49442 117098 15  7 79  0  0
 1  0      0 19862116 296184 4501844    0    0     0    52 48485 111098 14  6 80  0  0
 1  0      0 19864316 296184 4501844    0    0     0     0 48915 110712 15  7 78  0  0
 1  0      0 19857632 296184 4501844    0    0     0     0 50748 138350 15  8 77  0  0
16  0      0 19856308 296184 4501844    0    0     0     8 49375 119723 15  6 79  0  0
 1  0      0 19855792 296184 4501844    0    0     0     0 49453 119900 14  6 80  0  0
 1  0      0 19855236 296192 4501844    0    0     0    52 49273 112038 15  6 79  0  0
 1  0      0 19856484 296192 4501844    0    0     0     0 48556 110326 14  7 80  0  0
 1  0      0 19855856 296192 4501844    0    0     0     0 49289 122557 15  6 79  0  0
 1  0      0 19854400 296192 4501844    0    0     0     0 49016 117427 14  6 80  0  0
 1  0      0 19853160 296192 4501844    0    0     0     8 49095 116813 14  6 80  0  0
 1  0      0 19852604 296208 4501848    0    0     0   100 49939 126566 14  8 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19852212 296208 4501848    0    0     0     0 49260 112971 14  6 79  0  0
 2  0      0 19851600 296208 4501848    0    0     0     0 49314 122768 14  6 81  0  0
 9  0      0 19850340 296208 4501848    0    0     0     0 48676 116683 13  5 81  0  0
17  0      0 19850620 296208 4501848    0    0     0    16 49733 118949 14  6 80  0  0
 1  0      0 19852472 296216 4501848    0    0     0    32 48998 113291 14  6 80  0  0
 1  0      0 19849816 296216 4501848    0    0     0     0 48725 110239 15  6 79  0  0
 4  0      0 19849704 296216 4501848    0    0     0     0 49622 123437 14  6 79  0  0
 1  0      0 19845532 296216 4501848    0    0     0     0 50018 131149 15  7 78  0  0
 1  0      0 19821460 296216 4501848    0    0     0     0 48681 115023 14  7 80  0  0
 1  0      0 19830680 296216 4501848    0    0     0    24 47942 108254 14  6 80  0  0
 1  0      0 19829024 296224 4501848    0    0     0    16 48582 109867 14  6 79  0  0
 1  0      0 19826156 296224 4501848    0    0     0     0 49200 123150 14  6 80  0  0
 4  0      0 19823688 296224 4501852    0    0     0     0 50274 126924 15  6 79  0  0
 2  0      0 19829040 296224 4501852    0    0     0     0 49317 118138 15  7 78  0  0
 2  0      0 19827520 296224 4501852    0    0     0    12 49163 110632 15  7 78  0  0
 5  0      0 19833188 296232 4501844    0    0     0    24 48848 115005 15  7 79  0  0
 1  0      0 19831348 296232 4501852    0    0     0     0 50169 133447 14  7 79  0  0
15  0      0 19832840 296232 4501852    0    0     0     0 49484 119347 15  7 78  0  0
16  0      0 19831656 296232 4501852    0    0     0     0 49503 116797 15  7 78  0  0
 1  0      0 19860600 296232 4501852    0    0     0     0 50987 124148 16  7 78  0  0
 1  0      0 19862524 296232 4501852    0    0     0    16 48684 109480 15  7 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19866972 296240 4501852    0    0     0    16 50248 124458 15  7 78  0  0
 1  0      0 19866356 296240 4501852    0    0     0     4 49074 117876 14  6 80  0  0
 1  0      0 19864024 296240 4501856    0    0     0     0 49410 117726 15  7 78  0  0
 1  0      0 19866676 296240 4501856    0    0     0     0 49315 125850 14  7 79  0  0
 1  0      0 19864540 296240 4501856    0    0     0    12 48456 112322 14  6 80  0  0
 1  1      0 19853024 297784 4501932    0    0     0  8912 54062 147312 15  6 76  3  0
 1  0      0 19860892 298816 4501700    0    0     0  5888 52651 151681 15  7 76  2  0
 1  0      0 19863948 298816 4501928    0    0     0     0 51367 137570 15  8 78  0  0
 1  0      0 19865132 298816 4501928    0    0     0     0 48649 112113 14  6 80  0  0
 1  0      0 19866112 298816 4501928    0    0     0     0 47866 108282 14  6 80  0  0
 1  0      0 19867344 298816 4501928    0    0     0    44 48845 120607 14  6 81  0  0
 1  0      0 19866724 298824 4501928    0    0     0    68 48292 116029 13  6 80  0  0
 1  0      0 19864448 298824 4501928    0    0     0     0 48222 117448 14  6 81  0  0
 4  0      0 19867528 298824 4501928    0    0     0     0 48492 118770 14  6 80  0  0
 1  0      0 19865888 298824 4501928    0    0     0     0 48706 114656 14  6 80  0  0
 1  0      0 19862716 298824 4501928    0    0     0    16 49071 120505 14  6 80  0  0
 2  0      0 19863200 298832 4501920    0    0     0    92 48356 116132 14  6 80  0  0
 1  0      0 19864040 298832 4501928    0    0     0     0 48590 115449 14  6 79  0  0
 1  0      0 19861092 298832 4501928    0    0     0     0 47873 106976 14  6 79  0  0
 2  0      0 19860584 298832 4501928    0    0     0     0 47727 107974 15  6 79  0  0
 1  0      0 19862464 298832 4501928    0    0     0     0 48846 122800 14  6 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19859800 298840 4501932    0    0     0    24 48603 115870 14  7 79  0  0
 1  0      0 19859640 298840 4501932    0    0     0     0 48787 115612 15  7 79  0  0
 4  0      0 19858220 298840 4501932    0    0     0     0 48760 111467 14  7 79  0  0
 1  0      0 19855900 298840 4501932    0    0     0     0 50130 124948 15  8 77  0  0
 5  0      0 19849656 298840 4501932    0    0     0     0 49941 122876 15  7 79  0  0
 1  0      0 19853164 298840 4501932    0    0     0    16 48930 116282 15  6 79  0  0
 1  0      0 19850608 298848 4501952    0    0     0    72 48451 115133 15  7 79  0  0
 8  0      0 19852688 298848 4501952    0    0     0     0 47383 106272 14  6 79  0  0
 4  0      0 19851588 298848 4501956    0    0     0     0 47411 106905 14  6 80  0  0
 1  0      0 19851592 298848 4501956    0    0     0     0 49534 121772 15  6 79  0  0
17  0      0 19849380 298848 4501956    0    0     0     0 49412 117961 14  6 79  0  0
 1  0      0 19817440 298856 4501952    0    0     0    88 48566 115726 14  6 79  0  0
 1  0      0 19818308 298856 4501956    0    0     0     0 48472 110321 15  6 79  0  0
 2  0      0 19847108 298856 4501956    0    0     0     0 48420 109610 14  6 79  0  0
 1  0      0 19823616 298856 4501956    0    0     0     0 48882 120326 14  7 80  0  0
 4  0      0 19821664 298856 4501956    0    0     0     0 48030 117492 14  7 79  0  0
 4  0      0 19822080 298856 4501956    0    0     0    16 48090 121654 14  7 80  0  0
 2  0      0 19819496 298864 4501956    0    0     0    16 47929 107135 14  6 79  0  0
 1  0      0 19820160 298864 4501956    0    0     0     0 48121 108272 14  6 80  0  0
 2  0      0 19821944 298864 4501956    0    0     0     0 49503 123149 14  6 80  0  0
 1  0      0 19825188 298864 4501956    0    0     0     0 49208 116684 15  6 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19819948 298880 4501956    0    0     0    96 49189 117745 14  6 80  0  0
 1  0      0 19821104 298880 4501956    0    0     0    64 48428 109399 14  6 80  0  0
 1  0      0 19820440 298880 4501956    0    0     0     0 48043 109530 14  6 81  0  0
 1  0      0 19819492 298880 4501960    0    0     0     0 49081 121794 14  6 79  0  0
 1  0      0 19804116 298880 4505096    0    0     0     0 51928 131513 15  6 79  0  0
 1  0      0 19805040 298880 4505096    0    0     0     0 53449 141469 17  7 76  0  0
 1  0      0 19808888 298888 4505096    0    0     0    28 47923 107237 14  7 80  0  0
 4  0      0 19809092 298888 4501960    0    0     0     0 48010 109002 15  7 78  0  0
 1  0      0 19813484 298888 4501960    0    0     0     0 49702 134666 15  8 78  0  0
 1  0      0 19817412 298888 4501960    0    0     0     0 48031 112844 15  7 79  0  0
 1  0      0 19818968 298888 4501960    0    0     0     0 48441 113680 15  7 78  0  0
 2  0      0 19817956 298896 4501952    0    0     0    24 47208 106669 15  6 79  0  0
 1  0      0 19819120 298896 4501960    0    0     0     8 47056 106581 14  6 80  0  0
 1  0      0 19804960 298896 4502024    0    0     0     0 48150 119445 14  6 79  0  0
 1  0      0 19810720 298896 4501976    0    0     0     0 47925 114827 15  6 79  0  0
16  0      0 19811520 298896 4501976    0    0     0     0 48799 116398 15  6 79  0  0
 6  0      0 19811820 298896 4501976    0    0     0     8 48119 107272 14  7 79  0  0
 2  0      0 19810568 298904 4501976    0    0     0    40 47443 107188 14  6 80  0  0
 1  0      0 19809368 298904 4501976    0    0     0     0 48581 116969 15  6 79  0  0
 1  0      0 19809796 298904 4501972    0    0     0    36 48001 113961 14  6 80  0  0
 2  0      0 19806048 298904 4501976    0    0     0     0 44359 94300 13  5 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 19766564 298904 4501976    0    0     0     0 51132 126157 15  6 79  0  0
 2  0      0 19694788 298912 4501972    0    0     0    84 55734 179527 20  7 73  0  0
 1  1      0 19704468 300360 4504108    0    0     0  8300 54380 141013 15  6 76  3  0
 2  0      0 19727348 301552 4504984    0    0     0  6876 57571 186635 18  7 74  2  0
 3  0      0 19675644 301552 4505216    0    0     0     0 65360 238715 22  7 71  0  0
21  0      0 19679996 301552 4505216    0    0     0     0 50534 124633 15  7 78  0  0
16  0      0 19688456 301552 4506240    0    0     0    72 51519 125755 16  7 77  0  0
 3  0      0 19681968 301552 4508236    0    0     0     0 52181 133402 14  6 80  0  0
 1  0      0 19691092 301552 4512872    0    0     0     0 51006 125850 15  6 79  0  0
 1  0      0 19696960 301560 4512416    0    0     0    80 49125 118574 14  6 81  0  0
 1  0      0 19699684 301560 4512416    0    0     0     0 48012 110398 13  5 82  0  0
 2  0      0 19697588 301560 4512416    0    0     0     0 49155 111670 14  6 80  0  0
 1  0      0 19667380 301584 4520628    0    0     0   140 51735 130078 15  7 78  0  0
 2  0      0 19671896 301584 4520628    0    0     0     0 50612 122163 15  7 78  0  0
 1  0      0 19677668 301584 4520628    0    0     0    32 53340 144422 17  6 77  0  0
 1  0      0 19681452 301584 4520628    0    0     0     0 50436 117024 15  7 78  0  0
 4  0      0 19682048 301584 4520628    0    0     0     0 49865 126338 15  7 78  0  0
 1  0      0 19691948 301592 4502132    0    0     0    84 50618 128186 15  7 79  0  0
 4  0      0 19704224 301592 4502132    0    0     0    44 49459 119745 15  6 79  0  0
 1  0      0 19703836 301592 4502132    0    0     0     0 50138 118728 15  7 78  0  0
 1  0      0 19703344 301592 4502132    0    0     0     0 49139 113264 14  6 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19705408 301592 4502132    0    0     0     0 49377 113662 14  6 79  0  0
17  0      0 19701516 301616 4502124    0    0     0   224 50508 125264 15  7 78  0  0
 1  0      0 19700476 301616 4502124    0    0     0    12 50945 134065 15  7 78  0  0
 1  0      0 19701780 301616 4502124    0    0     0     0 50535 121510 16  7 78  0  0
 1  0      0 19701252 301616 4502128    0    0     0     0 49478 113246 15  7 79  0  0
 1  0      0 19702000 301616 4502128    0    0     0     0 49232 112549 14  7 79  0  0
 1  0      0 19695320 301616 4502128    0    0     0     0 50005 127071 13  6 80  0  0
 1  0      0 19696420 301624 4502128    0    0     0    52 49708 118501 15  7 78  0  0
 9  0      0 19689128 301628 4504368    0    0     0    12 52141 128480 16  7 77  0  0
 2  0      0 19684776 301628 4504368    0    0     0     0 53608 142275 16  7 77  0  0
 2  0      0 19684820 301628 4504368    0    0     0     0 52384 123745 16  6 78  0  0
 9  0      0 19684856 301628 4502128    0    0     0     0 51946 130499 15  7 78  0  0
 1  0      0 19689248 301636 4504304    0    0     0    64 52376 130442 15  6 79  0  0
 1  0      0 19683128 301636 4505264    0    0     0     8 53442 150548 17  7 76  0  0
16  0      0 19685540 301636 4505264    0    0     0     0 51322 119274 15  7 78  0  0
 4  0      0 19683164 301636 4505264    0    0     0     0 52692 132508 15  7 78  0  0
17  0      0 19599248 301932 4507636    0    0  2324     0 65842 232901 23  8 68  1  0
 1  0      0 19587044 301932 4507640    0    0     0    20 59712 204643 21  7 72  0  0
 1  0      0 19599220 301972 4507660    0    0     0   308 51250 123815 15  7 78  0  0
 1  0      0 19610788 301972 4507664    0    0     0    28 50919 131547 15  7 78  0  0
 1  0      0 19609744 301972 4507664    0    0     0     0 50211 116482 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19609488 301972 4507664    0    0     0     0 50689 128902 14  6 80  0  0
20  0      0 19613912 301972 4507664    0    0     0     0 50545 128325 14  7 79  0  0
 1  0      0 19600720 301980 4507668    0    0     0   124 53680 164905 18  7 75  0  0
 1  0      0 19603932 301984 4507668    0    0     0    20 50076 116159 15  6 79  0  0
 1  0      0 19607904 301984 4507668    0    0     0     0 49885 114015 15  7 78  0  0
 1  0      0 19603876 301984 4507668    0    0     0     0 51031 130890 14  7 79  0  0
 1  0      0 19600852 301984 4508464    0    0     0     0 51222 124110 15  7 77  0  0
 2  0      0 19602824 301984 4508692    0    0     0    44 50696 122918 15  6 79  0  0
 4  0      0 19602556 301992 4508692    0    0     0    68 50437 128029 15  8 77  0  0
 2  0      0 19603632 301992 4508692    0    0     0     8 49998 114907 16  7 78  0  0
 1  0      0 19598200 301992 4508692    0    0     0     0 50125 126240 14  7 79  0  0
 1  0      0 19600628 301992 4508692    0    0     0     0 50393 121827 15  7 79  0  0
 1  0      0 19598748 301992 4508692    0    0     0     0 50051 120029 15  6 79  0  0
 2  0      0 19599296 302000 4508692    0    0     0    68 49753 113486 14  6 79  0  0
 2  0      0 19598896 302000 4508692    0    0     0     8 49562 114186 14  6 80  0  0
 4  0      0 19594320 302000 4508692    0    0     0     0 51326 135382 15  8 77  0  0
 1  0      0 19529120 302000 4508692    0    0     0     4 49457 123342 15  7 79  0  0
 7  0      0 19536324 302000 4508692    0    0     0     0 49707 121476 14  6 80  0  0
 7  0      0 19582700 302000 4508692    0    0     0     0 50245 115489 15  6 79  0  0
 1  0      0 19584988 302008 4508692    0    0     0    32 49591 114154 15  6 79  0  0
 1  1      0 19572964 303416 4508732    0    0     0  8032 55213 151220 16  7 75  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 19572924 304584 4508876    0    0     0  6812 53675 151331 15  7 76  2  0
 1  0      0 19562088 304584 4508876    0    0     0     0 51135 139137 15  7 78  0  0
 2  0      0 19585620 304584 4508876    0    0     0     0 50777 130538 15  7 78  0  0
16  0      0 19588196 304584 4508876    0    0     0    44 49749 113449 15  7 78  0  0
 1  0      0 19587776 304584 4508876    0    0     0     0 50895 127386 15  7 78  0  0
 1  0      0 19589164 304592 4508876    0    0     0    60 50532 121801 15  7 79  0  0
 1  0      0 19587828 304592 4508880    0    0     0     0 50255 119088 15  7 78  0  0
 7  0      0 19589904 304592 4508880    0    0     0     0 50353 115661 15  7 78  0  0
 5  0      0 19590064 304592 4508880    0    0     0     0 50027 116873 15  7 78  0  0
16  0      0 19585244 304592 4508880    0    0     0     0 51113 139595 15  8 77  0  0
 2  0      0 19585280 304592 4508880    0    0     0    44 50511 121839 15  7 78  0  0
 1  0      0 19583540 304600 4508880    0    0     0    16 50779 120931 15  7 77  0  0
 1  0      0 19577196 304600 4513248    0    0     0     0 35544 69073 11  3 86  0  0
 1  0      0 19560024 304600 4523908    0    0     0     0 21255 37137  7  0 93  0  0
 1  0      0 19541964 304600 4534216    0    0     0  8216 22353 47169  7  0 93  0  0
 1  0      0 19652636 304600 4537960    0    0     0     0 21749 43105  7  0 93  0  0
 3  0      0 19655604 304608 4537960    0    0     0    64 22155 45661  7  0 93  0  0
 1  0      0 19660724 304608 4537960    0    0     0     0 20850 37968  7  0 93  0  0
 1  0      0 19660960 304608 4537960    0    0     0     0 20691 37886  7  0 93  0  0
 1  0      0 19659272 304608 4537960    0    0     0     0 21343 46935  7  1 93  0  0
 1  0      0 19655936 304608 4537960    0    0     0 20100 21263 42114  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 19643720 304608 4537960    0    0     0    92 20733 37859  7  0 93  0  0
 1  0      0 19643672 304616 4537960    0    0     0     4 20717 37718  7  0 93  0  0
 2  0      0 19635704 304616 4537960    0    0     0     0 20697 37656  7  0 93  0  0
 1  0      0 19626248 304616 4537964    0    0     0     0 20709 37724  7  0 93  0  0
 1  0      0 19619524 304616 4537964    0    0     0     0 20727 37729  7  0 93  0  0
 1  0      0 19620004 304616 4537964    0    0     0     0 20882 37962  7  0 93  0  0
 1  0      0 19611224 304624 4537964    0    0     0    72 20873 37869  7  0 93  0  0
 1  0      0 19602892 304624 4537964    0    0     0     0 20985 37842  7  0 93  0  0
 1  0      0 19601112 304624 4537964    0    0     0     0 21374 37918  7  0 93  0  0
 1  0      0 19593848 304624 4537964    0    0     0     0 20940 37842  7  0 93  0  0
 1  0      0 19585252 304624 4537964    0    0     0     0 28125 66012  9  3 89  0  0
 1  0      0 19594744 304632 4537960    0    0     0    16 50884 126819 15  7 78  0  0
 6  0      0 19596812 304632 4537964    0    0     0     0 50419 119403 14  7 79  0  0
 1  0      0 19598060 304632 4537964    0    0     0     0 50057 116746 15  7 78  0  0
 2  0      0 19598732 304632 4537964    0    0     0     0 49851 116619 15  7 79  0  0
 1  0      0 19600616 304632 4537964    0    0     0     0 49585 114731 14  6 80  0  0
 1  0      0 19594632 304632 4537964    0    0     0     0 51580 140587 15  8 77  0  0
17  0      0 19595232 304640 4537964    0    0     0    20 50240 121267 14  7 79  0  0
 2  0      0 19596476 304640 4537964    0    0     0     0 50163 114279 15  7 78  0  0
 1  0      0 19593604 304640 4537964    0    0     0    16 49713 114057 15  6 79  0  0
 4  0      0 19591564 304640 4537964    0    0     0     0 49718 115239 15  6 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19586540 304640 4537964    0    0     0     0 50750 127815 15  7 78  0  0
 1  0      0 19589936 304648 4537964    0    0     0    32 50466 121455 15  7 78  0  0
 2  0      0 19589944 304648 4537964    0    0     0     0 51126 131732 15  7 78  0  0
 1  0      0 19588988 304648 4537964    0    0     0     0 50182 116062 15  7 79  0  0
 1  0      0 22700952 304648 4521800    0    0     0     8 35861 79570 10  6 84  0  0
 0  0      0 23622364 304648 4521516    0    0     0     0 10820 12790  1  2 98  0  0
