# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0      6     35      -      8      2      0      0      0      0    405    210    406     21      0 
    0      7     36      -      8      2      0      0      0      0  11501   2595    718     25      0 
    0     47     37      -      4      0      0      0      0      0  11501   2775    855     45      0 
    0     55     37      -      0      0      0      0      0      0  11501   2775    865     45      0 
    0     57     37      -     45      0      0      0      0      0  11501   2775    896     45      0 
    0     57     37      -     45      0      0      0      0      0  11501   2775    897     45      0 
    0     57     38      -      6      0      0      0      0      0  11501   2775    814     45      0 
    0     55     37      -     45      0      0      0      0      0  11501   2775    881     63      0 
    0     52     37      -      4      0      0      0      0      0  11501   2775   2884     63      0 
    0     54     37      -     18      1      0      0      0      0  11501   2595   3112     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3112     63      0 
    0     43     37      -      2      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      2      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      2      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     40     37      -      1      0      0      0      0      0  11501   2595   3619     63      0 
    0     29     36      -      8      3      0      0      0      0    810    645   3619     63      0 
    0     10     36      -      4      1      0      0      0      0    405    390   3619     63      0 
    0      7     36      -     10      5      0      0      0      0    405    255   3619     63      0 
    0      7     36      -     37     12      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      3      1      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      7      1      0      0      0      0    405    210   3619     63      0 
    0      6     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -     34     13      0      0      0      0    405    210   3619     63      0 
    0      6     36      -     16      4      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      7      1      0      0      0      0    405    210   3619     63      0 
    0      6     36      -      8      1      0      0      0      0    405    210   3619     63      0 
    0      7     36      -     13      5      0      0      0      0    405    210   3619     63      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0      7     35      -     11      3      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      1      0      0      0      0    405    210   3619     63      0 
    0      7     36      -     11      4      0      0      0      0    405    210   3619     63      0 
    0      7     35      -     10      2      0      0      0      0    405    210   3619     63      0 
    0      7     35      -     36     13      0      0      0      0    405    210   3619     63      0 
    0      7     36      -     19      8      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      7     36      -      8      1      0      0      0      0    405    210   3619     63      0 
    0      7     35      -      8      1      0      0      0      0    405    210   3619     63      0 
    0      7     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      7     35      -      8      1      0      0      0      0    405    210   3619     63      0 
    0      6     35      -      8      1      0      0      0      0    405    210   3619     63      0 
    0      6     35      -      7      1      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     19      9      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      7     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     12      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      7     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     35     11      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     18      7      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     15      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     25      9      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     18      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     18      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     28     12      0      0      0      0    405    210   3619     63      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     14      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     21      7      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     24     10      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     18      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     24      9      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     12      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     19      7      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      5      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     16      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     14      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     25      9      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     18      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     15      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     17      6      0      0      0      0    405    210   3619     63      0 
    0      6     35      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      6     35      -     12      4      0      0      0      0    405    210   3619     63      0 
    0      7     35      -      8      2      0      0      0      0    405    210   3619     63      0 
    0      6     35      -      8      2      0      0      0      0    405    210   3619     63      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0      6     35      -      8      2      0      0      0      0    405    210   3619     63      0 
