procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19579712 320820 4585564    0    0     0     0 50196 128032 15  7 79  0  0
 2  0      0 19582224 320820 4585564    0    0     0     0 48740 112793 14  6 79  0  0
16  0      0 19583600 320828 4585568    0    0     0    80 49029 114085 14  6 79  0  0
 2  0      0 19587456 320828 4585568    0    0     0   116 48616 111739 15  6 79  0  0
 1  0      0 19585180 320828 4585568    0    0     0     0 49626 124094 14  7 79  0  0
 1  0      0 19579012 320828 4585568    0    0     0     0 50308 129162 15  7 77  0  0
 2  0      0 19579800 320828 4585568    0    0     0     0 49143 114395 14  7 79  0  0
 1  0      0 19582648 320836 4585572    0    0     0    84 48766 113220 15  6 79  0  0
 1  0      0 19580592 320836 4585572    0    0     0     0 48577 111150 14  7 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19580548 320836 4585572    0    0     0     0 49009 111048 15  7 79  0  0
 1  0      0 19572604 320836 4585572    0    0     0     0 50544 128060 15  7 78  0  0
 9  0      0 19573072 320836 4585572    0    0     0     0 46921 100216 14  6 79  0  0
17  0      0 19576100 320836 4585572    0    0     0    40 48968 111688 15  6 79  0  0
 1  0      0 19577620 320844 4585572    0    0     0   120 48945 110940 15  7 79  0  0
10  0      0 19573864 320844 4585572    0    0     0     0 49043 117002 14  6 80  0  0
 1  0      0 19568036 320844 4585572    0    0     0     0 50577 135486 14  7 78  0  0
 2  0      0 19566424 320844 4585572    0    0     0     4 49385 116727 14  7 79  0  0
 1  0      0 19568664 320844 4585572    0    0     0     0 48949 113540 14  6 80  0  0
 2  0      0 19571372 320852 4585572    0    0     0    68 49460 112568 15  6 79  0  0
 3  0      0 19570580 320852 4585572    0    0     0     0 49221 113037 15  6 79  0  0
 2  0      0 19564732 320852 4585572    0    0     0     0 50142 128938 14  6 80  0  0
 1  0      0 19561080 320852 4585572    0    0     0     0 49099 113963 15  7 79  0  0
 1  0      0 19561496 320852 4585572    0    0     0     0 49576 114311 14  6 79  0  0
 4  0      0 19564188 320852 4585572    0    0     0    52 49574 123955 15  7 78  0  0
 2  0      0 19581896 320860 4585460    0    0     0    16 48507 111101 13  5 81  0  0
 1  0      0 19576268 320860 4585460    0    0     0     0 49767 127639 14  6 79  0  0
 2  0      0 19574968 320860 4585460    0    0     0     0 48302 113019 14  6 79  0  0
 1  0      0 19580596 320860 4585588    0    0     0     0 48477 112009 14  6 79  0  0
 1  0      0 19582580 320860 4585588    0    0     0     0 48539 111210 15  6 79  0  0
 1  0      0 19581492 320868 4585588    0    0     0    28 48791 109578 15  6 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 19571916 320876 4585580    0    0     0    56 50137 129121 14  7 79  0  0
17  0      0 19572000 320876 4585588    0    0     0     0 49213 115813 15  7 78  0  0
 1  0      0 19575960 320876 4585592    0    0     0     0 49153 112044 15  7 78  0  0
 1  0      0 19574264 320876 4585592    0    0     0     0 50013 126801 15  8 77  0  0
 1  0      0 19574816 320876 4585592    0    0     0     0 48774 110335 15  6 79  0  0
 2  0      0 19568060 320876 4585592    0    0     0    28 50289 128575 16  7 77  0  0
 2  0      0 19566736 320884 4585592    0    0     0    36 49103 116520 15  7 79  0  0
 1  0      0 19572796 320884 4585592    0    0     0     0 49392 113004 15  6 78  0  0
18  0      0 19571924 320884 4585592    0    0     0     0 48919 111914 14  7 79  0  0
 1  0      0 19570116 320884 4585592    0    0     0     0 48985 109959 15  7 79  0  0
 2  0      0 19560760 320884 4585596    0    0     0    12 50890 129283 15  7 78  0  0
22  0      0 19561444 320892 4585596    0    0     0    44 48890 117193 15  6 80  0  0
 1  0      0 19564324 320892 4585596    0    0     0     0 49166 121677 15  7 78  0  0
 1  0      0 19565468 320892 4585596    0    0     0     0 48731 110527 15  6 79  0  0
 1  0      0 19565192 320892 4585596    0    0     0     0 48319 109361 14  6 80  0  0
 7  0      0 19555460 320892 4585596    0    0     0     0 50011 127477 15  7 78  0  0
 3  0      0 19558076 320892 4585596    0    0     0    20 49050 116437 14  6 80  0  0
 1  0      0 19561848 320900 4585596    0    0     0    16 49579 111359 15  6 79  0  0
 2  0      0 19564348 320900 4585596    0    0     0     0 48781 111384 14  6 80  0  0
 1  0      0 19561940 320900 4585596    0    0     0     0 48729 108576 15  6 79  0  0
 1  0      0 19557648 320900 4585596    0    0     0     0 50374 129049 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19556644 320900 4585600    0    0     0     0 49705 130920 14  7 79  0  0
 7  0      0 19558936 320908 4585592    0    0     0    60 48310 108909 14  6 79  0  0
 2  0      0 19556896 320908 4585600    0    0     0     0 48288 108952 15  6 79  0  0
17  0      0 19557496 320908 4585600    0    0     0     0 48771 110143 14  6 79  0  0
16  1      0 19540552 321180 4585532    0    0     0  1628 52920 144124 16  6 77  0  0
 2  0      0 19533976 323484 4585756    0    0     0 12944 54239 147608 15  8 73  4  0
 1  0      0 19542708 323484 4585668    0    0     0     0 49208 118449 14  6 80  0  0
 1  0      0 19548976 323484 4585684    0    0     0    24 50729 133306 16  7 77  0  0
 1  0      0 19548856 323484 4585684    0    0     0     0 48796 110285 15  7 78  0  0
 4  0      0 19547204 323484 4585684    0    0     0     0 50678 133259 15  7 78  0  0
 2  0      0 19547232 323484 4585684    0    0     0     0 50538 131293 16  8 76  0  0
 1  0      0 19548380 323492 4585684    0    0     0    88 49393 111054 15  6 79  0  0
17  0      0 19548284 323492 4585684    0    0     0     0 49185 111235 14  6 79  0  0
 1  0      0 19547176 323492 4585684    0    0     0     0 49497 114628 15  6 79  0  0
16  0      0 19544128 323492 4585684    0    0     0     0 50611 131918 15  7 78  0  0
 1  0      0 19543500 323492 4585684    0    0     0     0 49729 117545 14  6 79  0  0
 1  0      0 19547864 323500 4585684    0    0     0    92 49657 115023 15  7 79  0  0
 6  0      0 19543652 323500 4585684    0    0     0     4 49725 127510 14  8 78  0  0
 1  0      0 19546784 323500 4585688    0    0     0     0 49594 116571 15  6 79  0  0
 2  0      0 19537380 323500 4585688    0    0     0     0 50550 130028 15  7 78  0  0
 2  0      0 19538788 323500 4585688    0    0     0     0 49752 117520 15  7 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 19541948 323508 4585684    0    0     0    60 50300 115930 14  6 80  0  0
 1  0      0 19543696 323508 4585688    0    0     0    28 49259 113074 15  6 79  0  0
 2  0      0 19542580 323508 4585688    0    0     0     0 49279 113024 14  6 80  0  0
 6  0      0 19534100 323508 4585688    0    0     0     0 51028 137595 15  7 78  0  0
 1  0      0 19534092 323508 4585688    0    0     0     0 50279 127922 15  7 78  0  0
 1  0      0 19535112 323508 4585688    0    0     0     4 48934 112116 13  6 81  0  0
 1  0      0 19535500 323516 4585688    0    0     0    68 49524 113096 14  6 79  0  0
 1  0      0 19538448 323516 4585688    0    0     0     0 48995 112658 14  6 80  0  0
11  0      0 19529788 323516 4585688    0    0     0     0 50458 129266 15  6 79  0  0
 2  0      0 19527984 323516 4585688    0    0     0     0 50190 119869 15  6 79  0  0
16  0      0 19531132 323516 4585688    0    0     0     0 49210 111169 14  6 80  0  0
 1  0      0 19529368 323524 4585692    0    0     0    72 49996 126071 15  7 78  0  0
 3  0      0 19531216 323524 4585692    0    0     0     0 49915 112206 15  6 79  0  0
 2  0      0 19522488 323524 4585692    0    0     0     0 51091 131583 15  7 77  0  0
 1  0      0 19522132 323524 4585692    0    0     0     0 50585 121658 15  7 77  0  0
 1  0      0 19526868 323524 4585692    0    0     0     0 49472 113055 15  6 79  0  0
 1  0      0 19526888 323524 4585692    0    0     0     0 49767 112952 15  7 78  0  0
 7  0      0 19527764 323532 4585692    0    0     0    36 49443 113061 15  7 78  0  0
 1  0      0 19522740 323532 4585692    0    0     0     0 51204 141982 15  8 77  0  0
 2  0      0 19519888 323532 4585692    0    0     0     0 50738 126174 14  7 79  0  0
 1  0      0 19519912 323532 4585692    0    0     0     0 49835 113306 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19401160 323532 4585692    0    0     0     0 47511 111014 14  6 80  0  0
 2  0      0 19407132 323548 4585696    0    0     0    72 49322 114984 14  6 80  0  0
 3  0      0 19411980 323548 4585696    0    0     0    12 50257 124935 14  7 80  0  0
 6  0      0 19425332 323548 4585696    0    0     0     0 50770 125720 15  7 78  0  0
 1  0      0 19436816 323548 4585696    0    0     0     0 50313 128035 15  8 77  0  0
17  0      0 19517080 323548 4585696    0    0     0     0 49355 113173 14  6 80  0  0
 5  0      0 19516380 323548 4585696    0    0     0     0 49101 111080 15  6 79  0  0
16  0      0 19510348 323556 4585700    0    0     0   136 51218 127424 15  7 78  0  0
16  0      0 19509280 323556 4585700    0    0     0     8 51162 127427 15  7 78  0  0
 1  0      0 19512932 323556 4585700    0    0     0     0 49279 112028 15  6 79  0  0
 1  0      0 19512592 323556 4585700    0    0     0     0 49438 112485 14  6 79  0  0
 1  0      0 19511572 323556 4585700    0    0     0     0 49976 125076 14  7 79  0  0
 1  0      0 19462456 323564 4585696    0    0     0    16 48539 121976 14  6 80  0  0
 1  0      0 19466180 323564 4585704    0    0     0    12 50676 123952 15  6 79  0  0
 7  0      0 19472992 323564 4585704    0    0     0     0 48847 110815 14  7 79  0  0
 1  0      0 19476156 323564 4585704    0    0     0     0 49186 111048 15  7 78  0  0
 1  0      0 19505676 323564 4585704    0    0     0     0 48901 110643 14  6 80  0  0
 1  0      0 19498748 323564 4585704    0    0     0     0 50311 126285 14  6 79  0  0
 1  0      0 19499752 323572 4585704    0    0     0    32 50349 124166 14  6 80  0  0
 7  0      0 19500752 323572 4585704    0    0     0    12 50726 127639 16  8 77  0  0
 1  0      0 19503220 323572 4585704    0    0     0     0 49527 113848 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19501852 323572 4585704    0    0     0     0 49534 112113 15  7 78  0  0
 1  1      0 19487796 323796 4585680    0    0     0  1364 51147 128191 16  7 77  0  0
 9  0      0 19486268 326148 4585668    0    0     0 13320 56770 165557 16  7 73  4  0
 1  0      0 19492824 326148 4585764    0    0     0     0 49540 115176 15  7 78  0  0
 1  0      0 19492292 326156 4585780    0    0     0    92 51473 134729 15  7 78  0  0
 2  0      0 19492872 326156 4585780    0    0     0     0 49293 111541 14  6 80  0  0
 1  0      0 19493408 326156 4585780    0    0     0     0 51643 143315 16  8 76  0  0
 6  0      0 19494372 326156 4585780    0    0     0    84 50782 125690 15  7 78  0  0
 8  0      0 19498952 326156 4585780    0    0     0     0 49008 111616 15  6 79  0  0
16  0      0 19499584 326164 4585780    0    0     0    16 49241 112790 14  6 80  0  0
 1  0      0 19497312 326164 4586292    0    0     0     0 49252 112906 14  6 80  0  0
 1  0      0 19493472 326164 4586036    0    0     0     0 50406 124233 14  7 79  0  0
 1  0      0 19491340 326164 4586036    0    0     0     0 50471 126458 14  7 79  0  0
 2  0      0 19492864 326164 4586768    0    0     0     0 46998 106387 14  6 80  0  0
 0  2      0 19477384 326168 4597484    0    0     0  4220 21610 37437  7  0 93  0  0
 1  0      0 19460268 326172 4608392    0    0     0     4 21190 37028  7  0 93  0  0
 1  0      0 19564844 326172 4615740    0    0     0     0 21978 47372  7  1 93  0  0
 1  0      0 19565464 326172 4616060    0    0     0     0 21638 49451  7  0 93  0  0
 1  0      0 19575184 326172 4616060    0    0     0     0 20741 37849  7  0 93  0  0
 3  0      0 19572508 326172 4616060    0    0     0     0 20840 37827  7  0 93  0  0
 1  0      0 19559096 326180 4616060    0    0     0    64 20906 37996  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19573108 326180 4616060    0    0     0     0 21383 47032  7  0 93  0  0
 1  0      0 19564900 326180 4616060    0    0     0     0 21295 42241  7  0 93  0  0
 1  0      0 19562528 326180 4616060    0    0     0     4 20939 37812  7  0 93  0  0
 1  0      0 19550012 326180 4616064    0    0     0  8200 20877 37842  7  0 93  0  0
 1  0      0 19543152 326188 4616064    0    0     0    64 20790 37809  7  0 93  0  0
 1  0      0 19543316 326188 4616064    0    0     0     0 20803 37877  7  0 93  0  0
 1  0      0 19532812 326188 4616064    0    0     0     0 20650 37941  7  0 93  0  0
 1  0      0 19525172 326188 4616064    0    0     0     0 20689 37824  7  0 93  0  0
 1  0      0 19524916 326188 4616068    0    0     0 16880 20783 37722  7  0 93  0  0
 2  0      0 19517468 326188 4616068    0    0     0     0 20689 37790  7  0 93  0  0
 1  0      0 19509568 326196 4616068    0    0     0    88 20776 37782  7  0 93  0  0
 1  0      0 19501792 326196 4616068    0    0     0     0 20850 37907  7  0 93  0  0
 1  0      0 19503816 326196 4616068    0    0     0     0 33097 75993 10  3 87  0  0
 1  0      0 19510680 326196 4616068    0    0     0     0 50469 125772 15  7 78  0  0
 1  0      0 19508852 326196 4616068    0    0     0     0 49961 117724 15  7 78  0  0
 1  0      0 19510028 326204 4616060    0    0     0    16 49339 111553 14  6 79  0  0
 4  0      0 19509620 326204 4616068    0    0     0     0 49543 117917 14  7 79  0  0
 1  0      0 19508276 326220 4616060    0    0     0    96 50254 125320 14  7 79  0  0
 1  0      0 19504160 326220 4616072    0    0     0     0 50595 126901 14  6 80  0  0
 1  0      0 19503568 326220 4616072    0    0     0     0 50408 118690 16  7 77  0  0
 1  0      0 19502172 326220 4616072    0    0     0    44 49695 113544 14  6 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19501840 326220 4616072    0    0     0     0 50161 115290 16  6 78  0  0
 1  0      0 19501080 326220 4616072    0    0     0     0 49562 112871 15  6 79  0  0
 8  0      0 19496280 326228 4616072    0    0     0    16 50926 138452 15  7 77  0  0
11  0      0 19497828 326228 4616072    0    0     0    16 50119 120930 15  7 79  0  0
 2  0      0 19498880 326228 4616072    0    0     0     0 49763 114645 15  7 79  0  0
 0  0      0 23605688 326228 4597588    0    0     0     0 21566 29010  3  5 91  0  0
 0  0      0 23605368 326228 4597588    0    0     0     0 2174 3388  0  0 99  0  0
