procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20480080 250136 4003660    0    0     0    96 51266 129533 15  6 79  0  0
 8  0      0 20481784 250136 4003660    0    0     0     0 50903 125102 16  7 78  0  0
 1  0      0 20479092 250136 4005836    0    0     0     0 51793 120529 15  6 79  0  0
 1  0      0 20479936 250136 4005840    0    0     0    56 54984 145038 15  8 77  0  0
 1  0      0 20470300 250136 4003664    0    0     0     0 54469 135506 16  6 78  0  0
 1  0      0 20465428 250136 4006800    0    0     0    12 54189 137147 15  7 78  0  0
 1  0      0 20466188 250144 4006800    0    0     0    56 52232 128474 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20465804 250144 4003664    0    0     0     0 50843 115724 15  7 78  0  0
 2  1      0 20461728 250224 4003660    0    0     0   712 51911 119364 15  7 77  0  0
 1  0      0 20461288 251896 4003744    0    0     0  9668 52522 120961 14  7 76  3  0
 3  0      0 20454896 251896 4009080    0    0     0     0 53692 151745 16  9 75  0  0
 1  0      0 20452072 251896 4010032    0    0     0    80 54435 163590 16  7 77  0  0
 1  0      0 20449048 251896 4011008    0    0     0     0 55103 173138 17  7 76  0  0
17  0      0 20424916 251928 4007940    0    0     0   272 59172 179147 20  8 73  0  0
 4  0      0 20416240 251928 4010004    0    0     0     0 55632 156828 19  7 74  0  0
 1  0      0 20424976 251928 4010004    0    0     0     0 51782 133349 15  7 78  0  0
15  0      0 20428120 251928 4010004    0    0     0    24 51842 129885 16  7 77  0  0
 4  0      0 20428880 251928 4010004    0    0     0     0 52091 134772 15  7 78  0  0
 1  1      0 20414128 253064 4013120    0    0     0  6736 55404 142518 16  7 74  2  0
 1  0      0 20418792 253680 4013136    0    0     0  3536 52629 120504 14  7 78  1  0
 1  1      0 20410816 254016 4007764    0    0  1049   400 55804 159629 16  9 75  0  0
 3  1      0 20087068 255244 4246548    0    0 162728   968 68787 213891 19 10 67  3  0
 4  3      0 19709976 255656 4368228    0    0 70796   704 73045 250613 23 11 64  2  0
 3  1      0 19303528 257604 4439344    0    0 55558 46960 72948 346125 34 11 53  3  0
 4  0      0 19200120 257668 4467608    0    0 27550   212 62510 210962 23  8 68  1  0
 7  0      0 19142280 257732 4467560    0    0     8  1116 58585 209057 21  8 71  0  0
 4  0      0 19090576 257788 4461368    0    0   680  1620 62196 211486 22  8 70  0  0
 1  0      0 19082560 257796 4463680    0    0  1401     4 58206 159570 18  7 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19090964 257796 4463860    0    0    64     0 51826 118689 15  6 79  0  0
17  0      0 19067184 257812 4463992    0    0    35   604 51456 123929 15  6 78  0  0
 3  0      0 19060868 257812 4464076    0    0     0     4 51784 129690 15  6 79  0  0
 2  0      0 19257476 257812 4464200    0    0     0     0 53716 137500 16  7 77  0  0
 1  0      0 19333048 257828 4464072    0    0    16   476 56475 153343 17  8 74  0  0
 1  0      0 19935940 259856 4500896    0    0  8931 15432 64482 202724 20 10 66  4  0
 5  0      0 19950036 259856 4500808    0    0     0    12 56339 142656 18  7 75  0  0
 1  0      0 19942828 259856 4500736    0    0     0     0 53676 156232 17  7 76  0  0
 5  0      0 19931324 259856 4497664    0    0     0     0 50706 126294 15  7 78  0  0
10  0      0 19928944 259856 4496768    0    0     0     0 51357 118797 16  7 77  0  0
 1  0      0 19935036 259856 4496768    0    0     0   356 50976 117739 15  7 78  0  0
 4  0      0 19926964 259864 4496768    0    0     0   244 52507 130538 16  7 77  0  0
 2  0      0 19922884 259864 4497788    0    0     0     0 53162 142385 15  7 77  0  0
17  0      0 19926576 259864 4497660    0    0     0     0 52407 130361 16  7 77  0  0
 1  0      0 19929284 259864 4497660    0    0     0     0 54482 132377 16  7 77  0  0
 1  0      0 19918252 259864 4498684    0    0     0     8 54869 132126 16  7 77  0  0
 1  0      0 19912276 259864 4498684    0    0     0    88 52057 121287 14  6 80  0  0
 1  0      0 19911652 259872 4498724    0    0     0    20 51897 131510 15  7 78  0  0
 1  0      0 19909188 259872 4498740    0    0     0 25688 54392 154629 18  7 75  0  0
 1  0      0 19910324 259872 4498740    0    0     0     0 52482 133497 15  8 77  0  0
 2  0      0 19907676 259872 4500788    0    0     0     0 51643 121321 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19903228 259872 4500788    0    0     0     4 50877 120883 16  7 78  0  0
 1  0      0 19906488 259872 4500756    0    0     0     0 50795 126666 14  7 79  0  0
 3  0      0 19904156 259880 4500776    0    0     0   220 52705 133326 14  6 79  0  0
 1  0      0 19908372 259880 4500776    0    0     0     0 49947 113698 14  6 79  0  0
 1  0      0 19895684 259880 4504872    0    0     0     0 52752 125972 15  6 78  0  0
 4  0      0 19890728 259880 4504872    0    0     0     8 51903 129568 16  7 77  0  0
 1  0      0 19894828 259880 4504872    0    0     0     8 52903 140379 16  7 77  0  0
 1  0      0 19894188 259880 4504940    0    0    68   200 51173 127928 14  6 79  0  0
 1  0      0 19901212 259892 4504940    0    0     0   244 49310 113485 15  7 78  0  0
 2  0      0 19900000 259892 4504940    0    0     0     0 51505 136429 16  7 77  0  0
16  0      0 19900500 259892 4504940    0    0     0     0 49642 114326 15  6 79  0  0
 1  0      0 19901932 259892 4513132    0    0     0     0 53800 163949 18  7 75  0  0
 1  0      0 19908832 259892 4513132    0    0     0     4 51979 128927 16  8 76  0  0
 3  0      0 19908468 259892 4513132    0    0     0    80 49505 112879 15  7 78  0  0
 1  0      0 19910860 259900 4513132    0    0     0    12 51018 126750 16  8 76  0  0
 2  0      0 19924312 259900 4494636    0    0     0     0 50181 115157 16  7 77  0  0
 5  0      0 19919088 259900 4494652    0    0     0     0 50416 124898 15  7 78  0  0
 1  0      0 19924768 259900 4494644    0    0     0     4 50433 123288 15  7 78  0  0
 1  0      0 19926980 259900 4494644    0    0     0     4 49408 113472 15  7 79  0  0
 1  1      0 19920096 259948 4494640    0    0     0   396 50013 114601 15  7 78  0  0
 1  0      0 19919000 261628 4494668    0    0     0  9720 51474 115999 15  7 75  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19917544 261628 4494680    0    0     0     0 50015 124124 14  7 79  0  0
 1  0      0 19913408 261628 4494664    0    0     0     0 52944 168666 15  8 77  0  0
 1  0      0 19915628 261628 4494664    0    0     0     0 51275 134464 15  7 78  0  0
16  0      0 19916432 261628 4494664    0    0     0     0 49433 112297 15  7 78  0  0
 1  0      0 19919828 261628 4494664    0    0     0    56 48898 111981 15  7 79  0  0
 9  0      0 19914656 261636 4494664    0    0     0    80 49311 122273 14  7 79  0  0
 1  0      0 19915016 261636 4494664    0    0     0     0 50613 124912 15  7 78  0  0
 1  0      0 19913476 261636 4494668    0    0     0     0 49161 112145 15  6 79  0  0
 1  0      0 19915428 261636 4494668    0    0     0     0 49076 112088 14  6 80  0  0
 1  0      0 19914844 261636 4494668    0    0     0     0 51015 130838 16  8 76  0  0
 1  0      0 19885532 261636 4494668    0    0     0    68 50036 124168 14  6 79  0  0
 1  0      0 19895240 261644 4494668    0    0     0    12 49715 126095 14  6 80  0  0
 1  0      0 19896872 261644 4494668    0    0     0     0 49287 113928 15  6 79  0  0
 4  0      0 19891892 261644 4494668    0    0     0    16 49325 113904 14  6 80  0  0
 1  0      0 19888000 261644 4494668    0    0     0     0 48831 110850 15  6 79  0  0
 1  0      0 19881216 261644 4494700    0    0     0     4 49939 124547 14  6 79  0  0
 1  0      0 19882064 261644 4494692    0    0     0     0 50289 125323 14  6 80  0  0
 1  0      0 19888476 261652 4494692    0    0     0    24 50084 126665 14  7 78  0  0
 2  0      0 19889864 261652 4494692    0    0     0     0 49184 114129 14  6 80  0  0
 5  0      0 19891112 261652 4494692    0    0     0     8 49522 112820 15  6 80  0  0
 1  0      0 19886360 261652 4494684    0    0     0     4 50176 126058 14  6 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19886596 261652 4494684    0    0     0     0 50006 124873 15  6 79  0  0
 1  0      0 19890220 261652 4494684    0    0     0    12 49160 111264 15  6 79  0  0
 1  0      0 19887992 261660 4494684    0    0     0    52 49247 111478 14  6 80  0  0
 2  0      0 19886960 261660 4494688    0    0     0     0 48993 112267 14  6 80  0  0
 2  0      0 19879180 261660 4494688    0    0     0     8 50683 138523 15  8 78  0  0
 1  0      0 19880592 261660 4494680    0    0     0     0 50673 125799 15  7 79  0  0
 1  0      0 19879748 261660 4494680    0    0     0     0 49419 112295 14  6 79  0  0
 2  0      0 19875216 261660 4494680    0    0     0    40 50916 125017 16  7 77  0  0
 1  0      0 19884008 261668 4494680    0    0     0    20 48884 111258 14  6 80  0  0
 1  0      0 19873604 261668 4497816    0    0     0     0 51195 136270 15  6 78  0  0
 1  0      0 19878504 261668 4497816    0    0     0     4 51656 129406 15  7 78  0  0
 1  0      0 19878708 261668 4497816    0    0     0     0 51839 122051 16  7 78  0  0
16  0      0 19875416 261668 4497816    0    0     0     0 52410 134621 16  8 76  0  0
 1  0      0 19876592 261668 4497816    0    0     0     8 50872 119225 15  7 78  0  0
18  0      0 19872796 261676 4497816    0    0     0    12 50323 125249 15  7 78  0  0
 3  0      0 19870516 261676 4497816    0    0     0     0 50715 125124 15  6 79  0  0
 1  0      0 19870636 261692 4497816    0    0     0    92 51119 116767 16  7 77  0  0
 1  0      0 19865796 261692 4498840    0    0     0     0 48993 97935 16  7 77  0  0
 1  0      0 19868008 261692 4498840    0    0     0     0 50881 117446 15  6 78  0  0
 1  0      0 19868264 261692 4498840    0    0     0    36 50815 125798 15  7 78  0  0
 1  0      0 19867096 261692 4498840    0    0     0     0 52323 132052 16  7 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 19868296 261696 4498836    0    0     0     8 51065 126226 15  7 78  0  0
 1  0      0 19864824 261700 4498840    0    0     0     8 51910 140102 17  7 77  0  0
 1  0      0 19865344 261700 4498908    0    0     0     0 50838 119449 16  7 78  0  0
 2  0      0 19864352 261700 4498912    0    0     0     0 51784 127493 15  7 77  0  0
 1  0      0 19859660 261700 4498912    0    0     0     0 51556 130836 14  6 80  0  0
 1  0      0 19861232 261700 4498912    0    0     0     0 50563 118493 14  6 80  0  0
 1  0      0 19861668 261708 4498912    0    0     0    12 49775 113385 15  7 78  0  0
 2  0      0 19851740 261708 4500860    0    0     0     8 50124 115170 14  6 80  0  0
 1  0      0 19849388 261708 4500972    0    0     0     0 52397 140595 16  6 77  0  0
 9  0      0 19852552 261708 4500972    0    0     0     0 51448 141244 15  7 78  0  0
 1  0      0 19856672 261708 4500972    0    0     0     0 49870 114552 15  6 78  0  0
 2  0      0 19858172 261708 4500972    0    0     0     0 49799 116769 15  6 79  0  0
 1  0      0 19858756 261716 4500972    0    0     0    36 48887 111971 15  6 79  0  0
 1  0      0 19853420 261716 4500972    0    0     0    32 48716 120705 14  7 80  0  0
 1  0      0 19851860 261716 4500972    0    0     0     4 49534 121354 14  6 81  0  0
 1  0      0 19852964 261716 4500972    0    0     0     0 49350 113628 15  5 80  0  0
18  1      0 19847124 261740 4500964    0    0     0   244 50238 118873 15  6 79  0  0
 1  0      0 19841624 263468 4501036    0    0     0  9932 52373 121148 14  6 77  3  0
18  0      0 19839736 263468 4501036    0    0     0     0 49711 123084 14  6 81  0  0
19  0      0 19842916 263468 4501084    0    0     0     0 52442 165898 15  7 78  0  0
17  0      0 19838784 263468 4501060    0    0     0     0 51001 137496 15  7 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19844304 263468 4501060    0    0     0     0 48870 109803 15  6 79  0  0
10  0      0 19845560 263468 4501060    0    0     0    36 49345 114273 15  6 79  0  0
 1  0      0 19840532 263476 4501060    0    0     0    68 50089 123788 15  6 79  0  0
 2  0      0 19841972 263476 4501068    0    0     0    40 49408 123812 13  6 81  0  0
 1  0      0 19840768 263476 4501072    0    0     0     0 48754 111094 14  6 80  0  0
 2  0      0 19841912 263476 4501072    0    0     0     0 49079 111183 14  6 80  0  0
 1  0      0 19839208 263500 4501032    0    0     0   152 48753 111098 14  6 80  0  0
 6  0      0 19834320 263500 4501056    0    0     0    36 51823 127953 15  6 79  0  0
 1  0      0 19828284 263500 4501048    0    0     0     0 54954 170572 17  8 75  0  0
 1  0      0 19838428 263504 4501048    0    0     0     8 49944 112412 16  7 78  0  0
 2  0      0 19842332 263504 4494840    0    0     0     0 48738 111746 14  6 80  0  0
17  0      0 19841296 263504 4494840    0    0     0     0 49250 113946 15  6 79  0  0
 1  0      0 19843160 263512 4494844    0    0     0    96 49788 122157 14  7 79  0  0
 2  0      0 19838580 263512 4494844    0    0     0     0 49629 130815 15  7 79  0  0
 1  0      0 19841200 263512 4494844    0    0     0     0 49133 111185 15  7 78  0  0
 1  0      0 19843288 263512 4494844    0    0     0     8 49571 113819 15  7 77  0  0
 1  1      0 19841804 263512 4494844    0    0     0     4 49576 114819 15  7 78  0  0
 8  0      0 19830428 263536 4497968    0    0     0   204 52024 143712 16  8 76  0  0
 1  0      0 19831320 263536 4498024    0    0    56     0 51513 125051 15  7 78  0  0
 1  0      0 19829752 263536 4498028    0    0     0     0 50623 119180 15  6 78  0  0
 1  0      0 19830584 263536 4498028    0    0     0     0 50839 117848 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19832692 263540 4498028    0    0     0     8 50700 117912 15  6 78  0  0
17  0      0 19827696 263540 4498020    0    0     0     0 51477 130053 16  7 77  0  0
 1  0      0 19826392 263548 4498020    0    0     0    72 51023 123887 15  7 78  0  0
 1  0      0 19828268 263548 4498020    0    0     0     0 50434 118128 15  7 78  0  0
 1  0      0 19819308 263548 4497060    0    0     0     0 51409 135370 17  6 77  0  0
 1  0      0 19823664 263548 4498212    0    0     0     0 50613 117376 16  7 77  0  0
 1  0      0 19822684 263548 4498036    0    0     0     4 52531 144659 15  8 77  0  0
 1  0      0 19822608 263548 4498028    0    0     0    60 50854 121545 15  6 79  0  0
 1  0      0 19822088 263556 4498028    0    0     0    12 48730 110757 14  6 80  0  0
 2  0      0 19822344 263556 4498028    0    0     0     0 48823 112196 14  6 80  0  0
16  0      0 19821148 263556 4498028    0    0     0     0 49030 112432 15  6 79  0  0
 1  0      0 19816020 263556 4498028    0    0     0     0 50655 127313 14  6 80  0  0
16  0      0 19814792 263556 4498028    0    0     0     4 50133 120556 14  6 79  0  0
 1  0      0 19818800 263556 4498028    0    0     0     0 49577 116481 14  6 80  0  0
 1  0      0 19745356 263564 4498028    0    0     0    12 48474 113215 14  6 80  0  0
 4  0      0 19751276 263564 4499052    0    0     0     0 51494 140975 17  6 77  0  0
 1  0      0 19809628 263564 4499044    0    0     0     0 51296 130112 15  6 79  0  0
 2  0      0 19809920 263564 4499044    0    0     0     0 51173 135329 15  7 78  0  0
 1  0      0 19810600 263564 4499044    0    0     0     4 51244 121581 15  6 79  0  0
 1  0      0 19812000 263564 4499044    0    0     0     0 48623 110787 14  6 79  0  0
17  0      0 19770716 263572 4494884    0    0     0    12 48272 111200 14  6 80  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19811224 263572 4494900    0    0     0     0 50190 123711 15  7 79  0  0
 1  0      0 23099752 263572 4478648    0    0    64     0 35812 81590  9  7 84  0  0
 0  0      0 23829468 263572 4479672    0    0     0     0 6630 3500  1  1 99  0  0
